,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
896,@NAkufoAddo nana kalyppo ooo,FALSE,0,NAkufoAddo,27-11-16,FALSE,8.02536E+17,8.02807E+17,247217109,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",KyeiJoshua,0,FALSE,FALSE,NA,NA
897,Demokraxy x Andy Rox – Kalyppo (Prod.by Dannybeatz) - https://t.co/PI1OcXjHsk via #dcleakers,FALSE,0,NA,27-11-16,FALSE,NA,8.02806E+17,NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>",owiaclothing,0,FALSE,FALSE,NA,NA
898,"RT @deborahvanessa7: Make you hit your chest like 2 whiskey
Cough ask your paddy who is she?Move briskly coz I'm too frisky
Drink 1 Kalyppo…",FALSE,0,NA,27-11-16,FALSE,NA,8.02791E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",IamPAON,49,TRUE,FALSE,NA,NA
899,"RT @dcleakers: Is it Nana Kalyppo or Mahama Paper, The Choice is yours. 

Shatta Wale – Nana Vrs Mahama (Prod.by Williesbeat) - https://t.c…",FALSE,0,NA,27-11-16,FALSE,NA,8.02778E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",OfficialMC_W,2,TRUE,FALSE,NA,NA
900,"RT @deborahvanessa7: Make you hit your chest like 2 whiskey
Cough ask your paddy who is she?Move briskly coz I'm too frisky
Drink 1 Kalyppo…",FALSE,0,NA,27-11-16,FALSE,NA,8.02775E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sukufees,49,TRUE,FALSE,NA,NA
901,"RT @deborahvanessa7: Make you hit your chest like 2 whiskey
Cough ask your paddy who is she?Move briskly coz I'm too frisky
Drink 1 Kalyppo…",FALSE,0,NA,27-11-16,FALSE,NA,8.02773E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",babykorley,49,TRUE,FALSE,NA,NA
902,Demokraxy x Andy Rox – #Kalyppo (Prod.by Dannybeatz) - https://t.co/PI1OcXBiQU via #dcleakers,FALSE,0,NA,27-11-16,FALSE,NA,8.02744E+17,NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>",owiaclothing,0,FALSE,FALSE,NA,NA
903,Demokraxy x Andy Rox – #Kalyppo (Prod.by Dannybeatz) - https://t.co/2jmTymKz7B via #dcleakers,FALSE,0,NA,27-11-16,FALSE,NA,8.02744E+17,NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>",OwiaMusic,0,FALSE,FALSE,NA,NA
904,Demokraxy x Andy Rox – #Kalyppo (Prod.by Dannybeatz) - https://t.co/hT8HEaXbCI via #dcleakers,FALSE,0,NA,27-11-16,FALSE,NA,8.02744E+17,NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>",dcleakers,0,FALSE,FALSE,NA,NA
905,Demokraxy x Andy Rox – #Kalyppo (Prod.by Dannybeatz) - https://t.co/Uul7Plh5Fz via #dcleakers,FALSE,0,NA,27-11-16,FALSE,NA,8.02744E+17,NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>",crackers_Lab,0,FALSE,FALSE,NA,NA
906,"RT @deborahvanessa7: Make you hit your chest like 2 whiskey
Cough ask your paddy who is she?Move briskly coz I'm too frisky
Drink 1 Kalyppo…",FALSE,0,NA,27-11-16,FALSE,NA,8.02733E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AmgKhalifa,49,TRUE,FALSE,NA,NA
907,Demokraxy x Andy Rox – Kalyppo (Prod.by Dannybeatz) - https://t.co/hT8HEaXbCI via #dcleakers,FALSE,0,NA,27-11-16,FALSE,NA,8.02729E+17,NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>",dcleakers,0,FALSE,FALSE,NA,NA
908,Demokraxy x Andy Rox – Kalyppo (Prod.by Dannybeatz) - https://t.co/Uul7PkZuO1 via #dcleakers,FALSE,0,NA,27-11-16,FALSE,NA,8.02729E+17,NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>",crackers_Lab,0,FALSE,FALSE,NA,NA
909,"RT @trigblanco: Drink one kalypo, two biscuits!! https://t.co/ejG9krghTZ",FALSE,0,NA,27-11-16,FALSE,NA,8.02725E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",deborahvanessa7,1,TRUE,FALSE,NA,NA
910,"RT @deborahvanessa7: Make you hit your chest like 2 whiskey
Cough ask your paddy who is she?Move briskly coz I'm too frisky
Drink 1 Kalyppo…",FALSE,0,NA,27-11-16,FALSE,NA,8.02718E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bla_bruce,49,TRUE,FALSE,NA,NA
911,Demokraxy x Andy Rox – Kalyppo (Prod.by Dannybeatz) - https://t.co/2jmTymsXJ1 via #dcleakers,FALSE,0,NA,27-11-16,FALSE,NA,8.02716E+17,NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>",OwiaMusic,0,FALSE,FALSE,NA,NA
912,RT @bksarpong: A message from kalyppo Juice <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+00B9><ed><U+00A0><U+00BD><ed><U+00B8><U+00B9><ed><U+00A0><U+00BD><ed><U+00B8><U+00B9> Bro Blowman part killed me <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+00B9> https://t.co/2E4k8l7dmz,FALSE,0,NA,27-11-16,FALSE,NA,8.02706E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rodneyassan,407,TRUE,FALSE,NA,NA
913,Saw this on campus today<ed><U+00A0><U+00BD><ed><U+00B8><U+0085>.....someone please tell me where to find Nana's Kalypo<ed><U+00A0><U+00BD><ed><U+00B8><U+0085><ed><U+00A0><U+00BD><ed><U+00B8><U+0085><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/xBxpYLPnYF,FALSE,2,NA,27-11-16,FALSE,NA,8.02691E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",KofiAnnor10,0,FALSE,FALSE,NA,NA
914,Demokraxy x Andy Rox – Kalyppo (Prod.by Dannybeatz) - https://t.co/2jmTymKz7B via #dcleakers,FALSE,0,NA,27-11-16,FALSE,NA,8.02686E+17,NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>",OwiaMusic,0,FALSE,FALSE,NA,NA
915,"RT @deborahvanessa7: Make you hit your chest like 2 whiskey
Cough ask your paddy who is she?Move briskly coz I'm too frisky
Drink 1 Kalyppo…",FALSE,0,NA,27-11-16,FALSE,NA,8.02684E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",carl_bannerman,49,TRUE,FALSE,NA,NA
916,Twoshort X Diggy- Kalyppo (Official Video) https://t.co/IJw1xDnYpz via @YouTube,FALSE,0,NA,27-11-16,FALSE,NA,8.02684E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",diggyclayne,0,FALSE,FALSE,NA,NA
917,"RT @Spy_da: Whether Mahama paper or Nana Kalyppo 

 #HennessyHyperloop",FALSE,0,NA,27-11-16,FALSE,NA,8.02677E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Mawuli_CRB,5,TRUE,FALSE,NA,NA
918,"RT @deborahvanessa7: Make you hit your chest like 2 whiskey
Cough ask your paddy who is she?Move briskly coz I'm too frisky
Drink 1 Kalyppo…",FALSE,0,NA,27-11-16,FALSE,NA,8.02677E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ed_wanye,49,TRUE,FALSE,NA,NA
919,RT @ephiyah_serwaah: Well kalyppo is all de way up...wat of Tampico <ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5>,FALSE,0,NA,27-11-16,FALSE,NA,8.02671E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ephiyah_serwaah,34,TRUE,FALSE,NA,NA
920,"RT @deborahvanessa7: Make you hit your chest like 2 whiskey
Cough ask your paddy who is she?Move briskly coz I'm too frisky
Drink 1 Kalyppo…",FALSE,0,NA,27-11-16,FALSE,NA,8.02666E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",niiyogi,49,TRUE,FALSE,NA,NA
921,"RT @deborahvanessa7: Make you hit your chest like 2 whiskey
Cough ask your paddy who is she?Move briskly coz I'm too frisky
Drink 1 Kalyppo…",FALSE,0,NA,27-11-16,FALSE,NA,8.02665E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",SomeNiggaBi_,49,TRUE,FALSE,NA,NA
922,"RT @deborahvanessa7: Make you hit your chest like 2 whiskey
Cough ask your paddy who is she?Move briskly coz I'm too frisky
Drink 1 Kalyppo…",FALSE,0,NA,27-11-16,FALSE,NA,8.02663E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",paa_joey,49,TRUE,FALSE,NA,NA
923,"RT @deborahvanessa7: Make you hit your chest like 2 whiskey
Cough ask your paddy who is she?Move briskly coz I'm too frisky
Drink 1 Kalyppo…",FALSE,0,NA,26-11-16,FALSE,NA,8.0266E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jay_split1,49,TRUE,FALSE,NA,NA
924,"RT @deborahvanessa7: Make you hit your chest like 2 whiskey
Cough ask your paddy who is she?Move briskly coz I'm too frisky
Drink 1 Kalyppo…",FALSE,0,NA,26-11-16,FALSE,NA,8.02654E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AlwaysNiellah,49,TRUE,FALSE,NA,NA
925,"RT @deborahvanessa7: Make you hit your chest like 2 whiskey
Cough ask your paddy who is she?Move briskly coz I'm too frisky
Drink 1 Kalyppo…",FALSE,0,NA,26-11-16,FALSE,NA,8.02653E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CwekuDripz,49,TRUE,FALSE,NA,NA
926,"RT @Georgette_xx: Omggggg <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>
It was better than kalyppo https://t.co/WtNrA4bXbm",FALSE,0,NA,26-11-16,FALSE,NA,8.02649E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Sandie_Arko,10,TRUE,FALSE,NA,NA
927,"RT @deborahvanessa7: Make you hit your chest like 2 whiskey
Cough ask your paddy who is she?Move briskly coz I'm too frisky
Drink 1 Kalyppo…",FALSE,0,NA,26-11-16,FALSE,NA,8.02648E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RustomChristian,49,TRUE,FALSE,NA,NA
928,"RT @Georgette_xx: Omggggg <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>
It was better than kalyppo https://t.co/WtNrA4bXbm",FALSE,0,NA,26-11-16,FALSE,NA,8.02644E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",K1ng_Ric0,10,TRUE,FALSE,NA,NA
929,"RT @deborahvanessa7: Make you hit your chest like 2 whiskey
Cough ask your paddy who is she?Move briskly coz I'm too frisky
Drink 1 Kalyppo…",FALSE,0,NA,26-11-16,FALSE,NA,8.02644E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ClintonOhene,49,TRUE,FALSE,NA,NA
930,"RT @deborahvanessa7: Make you hit your chest like 2 whiskey
Cough ask your paddy who is she?Move briskly coz I'm too frisky
Drink 1 Kalyppo…",FALSE,0,NA,26-11-16,FALSE,NA,8.02642E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Chale_HomIeThis,49,TRUE,FALSE,NA,NA
931,"RT @deborahvanessa7: Make you hit your chest like 2 whiskey
Cough ask your paddy who is she?Move briskly coz I'm too frisky
Drink 1 Kalyppo…",FALSE,0,NA,26-11-16,FALSE,NA,8.02637E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jamesblaine007,49,TRUE,FALSE,NA,NA
